ID,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Admitted,Age,Location,First_Generation
ID_001769,316.0,,3,3.71,2.51,7.05,0,1,34,North America,0
ID_001770,314.0,101.0,2,2.76,1.28,9.12,0,0,24,South America,1
ID_001771,,110.0,3,1.83,1.14,10.36,1,1,22,North America,1
ID_001772,314.0,104.0,3,1.46,2.11,8.31,0,1,22,Africa,1
ID_001773,323.0,109.0,4,4.88,3.46,9.61,1,1,20,Africa,1
ID_001774,308.0,101.0,2,2.67,4.68,8.35,0,1,31,North America,1
ID_001775,307.0,104.0,4,3.93,2.46,7.93,0,0,34,Africa,0
ID_001776,336.0,114.0,4,2.6,4.42,11.11,1,1,27,Africa,0
ID_001777,312.0,99.0,1,1.15,0.4,7.75,1,0,21,North America,0
ID_001778,336.0,111.0,5,5.99,4.56,8.49,1,1,22,Europe,1
ID_001779,297.0,99.0,3,1.37,4.59,8.1,0,0,35,Europe,1
ID_001780,328.0,111.0,4,5.15,4.31,9.23,1,1,27,Asia,0
ID_001781,324.0,113.0,3,3.57,3.13,10.32,0,0,33,Africa,1
ID_001782,304.0,104.0,2,2.77,2.5,7.51,0,0,35,North America,1
ID_001783,317.0,107.0,3,4.65,3.32,8.12,0,1,27,Africa,1
ID_001784,317.0,109.0,1,1.44,3.75,8.77,0,1,33,South America,0
ID_001785,329.0,,3,5.88,4.17,9.72,1,1,30,Africa,0
ID_001786,311.0,106.0,3,,5.1,9.92,0,1,35,Africa,1
ID_001787,,117.0,5,5.66,4.69,10.52,1,1,23,Europe,1
ID_001788,325.0,113.0,4,4.85,4.32,8.72,0,1,23,North America,1
ID_001789,,106.0,4,4.33,3.95,9.05,1,1,24,Africa,1
ID_001790,,102.0,2,1.05,2.35,8.03,0,0,25,Europe,0
ID_001791,312.0,102.0,3,5.78,4.19,8.5,0,1,24,Asia,1
ID_001792,,105.0,2,2.68,3.17,8.22,1,0,33,Europe,0
ID_001793,320.0,110.0,4,3.78,4.09,,1,1,34,Europe,0
ID_001794,,111.0,5,5.11,3.5,9.46,1,1,26,Europe,0
ID_001795,291.0,100.0,2,2.78,2.72,7.71,0,0,35,Africa,1
ID_001796,,100.0,1,1.28,1.03,7.39,0,0,21,Africa,0
ID_001797,320.0,,2,2.12,4.02,8.29,0,0,26,Asia,0
ID_001798,319.0,107.0,3,2.41,4.5,8.15,1,1,29,South America,1
ID_001799,311.0,,3,5.21,5.79,8.71,0,1,26,South America,1
ID_001800,338.0,120.0,4,5.14,4.19,9.08,0,1,20,South America,1
ID_001801,300.0,98.0,1,2.47,0.81,7.47,0,0,26,Asia,0
ID_001802,313.0,98.0,3,3.71,4.45,9.24,0,1,24,South America,1
ID_001803,323.0,113.0,4,,5.68,9.28,1,1,22,South America,0
ID_001804,320.0,110.0,5,3.96,4.45,8.4,0,1,35,Europe,0
ID_001805,322.0,105.0,2,,3.27,8.35,0,0,32,Africa,1
ID_001806,310.0,98.0,1,1.09,1.63,9.3,1,0,22,Africa,0
ID_001807,316.0,104.0,2,2.48,2.16,8.95,0,0,23,Europe,0
ID_001808,308.0,103.0,2,2.73,4.21,7.41,0,0,32,Europe,0
ID_001809,309.0,100.0,3,3.37,4.74,8.67,0,1,31,Europe,0
ID_001810,319.0,107.0,2,3.6,1.95,,0,1,21,Africa,1
ID_001811,310.0,106.0,3,3.9,4.58,7.63,0,1,21,South America,0
ID_001812,295.0,99.0,1,1.8,3.1,,0,0,20,Europe,1
ID_001813,318.0,107.0,3,3.39,2.83,7.76,1,1,34,Asia,0
ID_001814,,118.0,5,4.19,5.59,9.46,1,1,24,Europe,0
ID_001815,335.0,118.0,4,5.81,3.85,8.75,1,1,23,North America,1
ID_001816,,96.0,2,2.58,2.78,9.27,0,0,30,Europe,0
ID_001817,314.0,99.0,2,2.61,3.61,7.7,0,0,29,Africa,0
ID_001818,295.0,95.0,2,1.8,2.0,7.43,0,0,34,Europe,0
ID_001819,313.0,100.0,2,3.09,3.15,7.79,0,0,21,North America,0
ID_001820,315.0,103.0,3,,1.7,8.09,0,1,22,Asia,0
ID_001821,326.0,111.0,3,4.54,1.46,9.35,1,1,26,South America,0
ID_001822,329.0,,4,,4.51,8.6,1,1,26,Europe,1
ID_001823,324.0,111.0,4,5.63,4.14,8.2,0,1,31,North America,1
ID_001824,298.0,100.0,3,3.5,2.36,6.97,0,0,23,North America,1
ID_001825,297.0,94.0,1,2.65,1.12,8.05,0,0,24,Asia,0
ID_001826,311.0,103.0,2,1.92,0.73,8.39,0,1,24,Africa,0
ID_001827,308.0,106.0,2,3.38,4.38,7.58,1,1,25,Europe,0
ID_001828,322.0,114.0,5,4.23,4.68,11.14,1,1,35,North America,1
ID_001829,310.0,102.0,3,,5.07,10.14,0,1,33,Asia,0
ID_001830,,105.0,3,3.63,3.53,7.61,1,1,28,South America,1
ID_001831,311.0,107.0,3,3.48,2.03,7.29,1,0,21,North America,0
ID_001832,318.0,111.0,3,,1.33,9.44,0,1,24,Asia,0
ID_001833,300.0,95.0,2,3.66,1.43,6.79,1,0,31,Africa,0
ID_001834,319.0,102.0,2,3.17,3.66,6.96,0,0,22,Africa,1
ID_001835,315.0,99.0,1,0.85,2.86,6.18,0,0,23,North America,0
ID_001836,326.0,113.0,4,4.35,4.69,9.04,0,1,29,North America,1
ID_001837,305.0,103.0,2,2.46,1.56,8.96,0,0,25,Europe,0
ID_001838,339.0,116.0,4,4.59,5.48,10.93,1,1,31,Asia,0
ID_001839,293.0,92.0,1,1.52,1.41,7.69,0,0,27,North America,1
ID_001840,317.0,105.0,2,2.7,2.53,8.29,0,1,20,Europe,0
ID_001841,310.0,105.0,3,3.18,4.23,8.39,0,1,29,Europe,0
ID_001842,334.0,113.0,4,4.46,4.66,10.2,1,1,33,North America,0
ID_001843,310.0,,2,4.31,3.72,8.13,0,0,27,Africa,0
ID_001844,299.0,98.0,3,3.33,2.63,8.37,0,0,30,Asia,1
ID_001845,298.0,97.0,2,4.35,3.91,,0,0,33,Asia,1
ID_001846,307.0,103.0,2,1.97,3.37,9.36,0,1,26,Africa,0
ID_001847,316.0,104.0,3,3.28,3.58,8.31,0,1,35,North America,0
ID_001848,325.0,110.0,3,3.86,4.83,7.95,1,1,35,Asia,1
ID_001849,317.0,109.0,3,3.96,3.32,9.4,0,1,20,North America,0
ID_001850,315.0,102.0,2,2.65,0.98,7.98,0,0,21,North America,1
ID_001851,311.0,106.0,2,3.79,4.03,8.59,0,1,22,Europe,0
ID_001852,310.0,104.0,3,2.65,2.42,8.99,0,1,20,Africa,1
ID_001853,334.0,119.0,5,5.69,5.05,9.11,1,1,33,North America,1
ID_001854,322.0,114.0,4,5.38,3.46,,0,1,28,South America,1
ID_001855,301.0,100.0,2,4.13,3.71,8.64,0,0,27,Africa,1
ID_001856,328.0,115.0,4,,3.83,9.55,1,1,21,Asia,0
ID_001857,313.0,106.0,3,3.54,3.32,8.43,0,1,32,Europe,0
ID_001858,312.0,100.0,2,2.41,3.92,8.83,0,0,28,Asia,1
ID_001859,329.0,110.0,4,4.22,4.79,8.55,1,1,26,Asia,1
ID_001860,311.0,97.0,1,3.63,1.73,,0,0,28,Africa,1
ID_001861,298.0,99.0,1,2.01,2.01,7.18,0,0,25,Asia,1
ID_001862,317.0,107.0,2,2.94,2.87,8.25,0,1,25,North America,0
ID_001863,320.0,109.0,3,3.92,1.94,,1,1,30,Asia,1
ID_001864,304.0,102.0,2,2.97,2.96,8.51,0,1,33,Europe,1
ID_001865,324.0,113.0,4,2.66,2.54,8.02,0,1,23,Europe,1
ID_001866,319.0,112.0,4,4.93,6.12,8.42,1,1,29,South America,1
ID_001867,319.0,103.0,3,2.95,3.02,7.88,0,0,29,Europe,1
ID_001868,339.0,,5,3.32,5.3,8.49,1,1,32,Asia,1
ID_001869,293.0,97.0,2,0.07,0.57,6.36,0,0,32,Europe,1
ID_001870,323.0,114.0,4,5.21,3.48,9.41,1,1,21,Africa,0
ID_001871,309.0,108.0,3,4.29,4.76,7.99,0,1,26,Europe,1
ID_001872,,109.0,3,3.88,3.33,,1,1,24,North America,1
ID_001873,323.0,,2,2.93,2.56,6.97,1,1,30,Africa,1
ID_001874,304.0,102.0,2,2.82,3.65,7.41,0,0,25,South America,0
ID_001875,,102.0,5,5.12,2.26,8.78,0,1,21,North America,0
ID_001876,324.0,107.0,4,,3.75,7.87,1,1,35,Asia,0
ID_001877,307.0,100.0,2,3.59,2.54,7.95,0,0,24,Asia,1
ID_001878,,101.0,2,2.75,3.73,,0,1,29,Asia,1
ID_001879,298.0,99.0,3,4.42,2.2,,0,0,23,North America,1
ID_001880,336.0,117.0,4,6.57,5.89,8.34,1,1,28,North America,0
ID_001881,304.0,105.0,2,1.98,1.78,8.19,0,0,25,North America,1
ID_001882,324.0,112.0,4,3.26,3.04,8.31,1,1,21,Africa,0
ID_001883,,104.0,2,3.79,2.45,8.64,0,0,20,Africa,0
ID_001884,302.0,101.0,2,2.71,3.41,,0,0,24,Asia,0
ID_001885,299.0,95.0,1,3.79,3.63,,0,0,28,Europe,0
ID_001886,309.0,104.0,2,2.52,1.8,8.85,0,1,25,Asia,0
ID_001887,315.0,103.0,2,2.19,3.78,8.65,0,1,29,South America,1
ID_001888,311.0,105.0,3,,3.97,,1,0,31,Africa,1
ID_001889,319.0,111.0,3,2.62,4.37,10.61,1,1,26,North America,0
ID_001890,336.0,115.0,4,4.68,4.75,9.76,1,1,24,Africa,1
ID_001891,316.0,106.0,2,4.08,3.78,7.4,1,0,29,North America,1
ID_001892,,104.0,2,0.73,2.35,7.78,0,0,25,South America,0
ID_001893,292.0,98.0,1,2.68,1.68,6.11,0,0,24,South America,0
ID_001894,329.0,114.0,3,3.99,2.84,8.92,1,1,30,Africa,1
ID_001895,318.0,108.0,3,3.09,5.04,8.97,1,1,28,North America,1
ID_001896,312.0,105.0,2,3.89,5.84,8.25,0,1,34,South America,1
ID_001897,,,4,4.6,3.41,8.76,1,1,25,Asia,1
ID_001898,298.0,,3,1.87,4.49,8.05,0,1,30,Asia,0
ID_001899,,103.0,3,1.83,5.17,7.81,1,1,27,North America,1
ID_001900,313.0,110.0,4,,3.94,9.16,1,1,21,Africa,0
ID_001901,310.0,100.0,1,2.05,0.05,8.6,0,0,31,South America,0
ID_001902,329.0,,4,,4.5,8.53,1,1,32,Africa,1
ID_001903,314.0,97.0,1,,2.03,8.79,0,0,28,Asia,1
ID_001904,312.0,100.0,2,2.29,2.99,7.89,1,1,24,South America,1
ID_001905,316.0,101.0,2,,0.62,8.18,1,0,26,Africa,0
ID_001906,297.0,96.0,2,2.75,2.07,5.82,0,0,29,Europe,0
ID_001907,316.0,110.0,3,3.97,3.85,8.67,0,1,32,North America,0
ID_001908,312.0,105.0,2,1.14,3.67,7.96,0,0,20,North America,0
ID_001909,316.0,106.0,2,1.39,3.26,7.9,0,1,29,Europe,1
ID_001910,323.0,108.0,3,3.43,2.68,8.43,1,1,24,Asia,0
ID_001911,323.0,106.0,4,3.98,4.18,9.93,1,1,31,South America,0
ID_001912,315.0,109.0,3,4.64,2.39,10.0,1,1,33,North America,1
ID_001913,302.0,98.0,3,1.76,2.02,7.53,0,1,29,Europe,0
ID_001914,323.0,110.0,5,1.81,4.95,8.35,1,1,33,Europe,0
ID_001915,326.0,118.0,4,3.79,4.69,11.05,1,1,35,Asia,1
ID_001916,295.0,,1,2.74,3.63,9.42,0,0,21,Asia,0
ID_001917,,103.0,3,,5.62,,0,1,31,Africa,0
ID_001918,311.0,104.0,3,3.94,3.19,8.07,0,1,25,North America,0
ID_001919,323.0,107.0,3,,4.63,9.47,0,0,30,Africa,0
ID_001920,321.0,107.0,3,3.19,2.28,9.11,1,1,20,Europe,1
ID_001921,330.0,114.0,3,4.1,2.19,9.91,1,1,22,South America,0
ID_001922,312.0,108.0,2,2.6,4.43,,0,1,24,South America,1
ID_001923,314.0,98.0,2,1.68,3.55,7.85,0,1,23,Asia,0
ID_001924,320.0,108.0,3,,3.57,10.75,1,1,22,South America,1
ID_001925,,111.0,5,5.46,5.97,9.28,1,1,29,South America,1
ID_001926,325.0,111.0,3,2.88,2.89,8.49,0,0,32,South America,1
ID_001927,311.0,,2,3.83,1.33,,0,0,24,Europe,0
ID_001928,322.0,111.0,4,5.74,5.47,9.03,1,1,30,South America,0
ID_001929,334.0,115.0,4,4.29,3.6,7.86,1,1,27,South America,0
ID_001930,326.0,111.0,3,2.57,3.47,7.52,1,1,30,South America,1
ID_001931,310.0,101.0,2,0.87,2.52,6.5,1,0,35,Africa,0
ID_001932,325.0,115.0,2,3.77,2.02,9.83,1,1,23,Europe,0
ID_001933,328.0,112.0,5,4.68,6.71,8.76,1,1,20,Asia,0
ID_001934,306.0,108.0,4,4.03,3.88,8.64,0,1,30,Africa,0
ID_001935,319.0,106.0,3,3.56,3.02,8.8,0,1,26,North America,1
ID_001936,326.0,115.0,4,3.75,3.92,,0,1,27,Europe,1
ID_001937,,,2,3.57,4.47,8.02,0,0,22,Europe,0
ID_001938,317.0,106.0,2,1.99,3.46,7.81,0,1,25,North America,0
ID_001939,311.0,98.0,1,3.64,3.2,,1,1,21,North America,0
ID_001940,323.0,109.0,4,,4.54,8.12,1,1,26,North America,1
ID_001941,311.0,,3,3.53,4.43,8.52,0,1,34,Asia,0
ID_001942,324.0,109.0,4,4.52,4.15,8.15,1,1,27,South America,1
ID_001943,296.0,97.0,2,3.18,2.64,8.97,0,0,25,Europe,1
ID_001944,301.0,98.0,2,2.42,3.98,7.34,0,0,25,South America,0
ID_001945,321.0,111.0,4,5.44,3.61,,1,1,24,South America,0
ID_001946,321.0,106.0,3,2.14,3.85,8.87,1,1,27,North America,0
ID_001947,328.0,108.0,4,4.08,4.36,10.58,1,1,20,Asia,1
ID_001948,335.0,118.0,5,,4.48,9.5,1,1,29,Africa,1
ID_001949,324.0,108.0,4,4.61,4.12,9.35,1,1,23,Asia,0
ID_001950,319.0,104.0,3,3.24,4.26,7.8,1,1,34,South America,1
ID_001951,305.0,102.0,2,2.2,4.16,8.69,0,0,23,Asia,0
ID_001952,322.0,103.0,3,4.34,4.78,8.94,1,1,22,North America,0
ID_001953,297.0,99.0,2,2.82,2.3,8.37,0,0,22,Africa,1
ID_001954,,,1,-0.32,3.16,6.67,0,0,23,North America,1
ID_001955,315.0,,1,1.6,3.75,7.14,0,0,30,Africa,1
ID_001956,339.0,119.0,4,3.48,6.18,8.97,1,1,20,South America,1
ID_001957,318.0,,3,2.23,3.98,8.5,1,1,33,Africa,0
ID_001958,,101.0,3,1.39,1.08,,0,0,30,Africa,0
ID_001959,311.0,102.0,3,2.57,1.6,5.95,0,1,32,Africa,0
ID_001960,313.0,102.0,3,2.58,2.03,6.99,0,0,30,Asia,1
ID_001961,316.0,102.0,2,3.54,0.7,7.63,0,0,21,Asia,0
ID_001962,317.0,104.0,3,5.42,5.71,8.92,1,1,28,South America,1
ID_001963,300.0,103.0,1,1.78,1.54,8.5,0,0,29,Africa,1
ID_001964,297.0,99.0,2,3.83,1.67,6.87,0,0,21,Europe,1
ID_001965,,103.0,2,2.27,2.48,7.08,0,0,24,South America,0
ID_001966,,106.0,2,4.02,2.72,7.34,1,1,28,Africa,1
ID_001967,300.0,96.0,1,2.63,2.38,8.27,0,0,28,Africa,1
ID_001968,298.0,94.0,2,2.61,0.7,7.51,1,0,27,Asia,1
ID_001969,307.0,108.0,2,3.2,4.59,7.97,0,0,20,South America,1
ID_001970,305.0,108.0,4,2.92,4.1,8.44,0,0,20,Africa,1
ID_001971,319.0,112.0,3,2.64,3.57,8.93,0,1,28,Africa,1
ID_001972,310.0,98.0,2,2.02,2.98,8.55,0,0,32,South America,1
ID_001973,314.0,,1,2.65,1.24,8.38,0,0,30,Europe,1
ID_001974,333.0,116.0,5,4.0,4.07,8.03,1,1,27,South America,1
ID_001975,324.0,,4,3.88,4.15,8.64,1,1,29,South America,1
ID_001976,314.0,105.0,2,2.29,2.26,9.55,0,1,28,Europe,1
ID_001977,317.0,112.0,3,,3.37,,0,1,26,South America,1
ID_001978,318.0,111.0,3,3.64,5.19,9.15,0,1,22,Africa,0
ID_001979,325.0,112.0,4,5.11,4.0,8.19,1,1,22,South America,0
ID_001980,310.0,100.0,2,2.4,3.18,8.79,1,0,21,Europe,1
ID_001981,,105.0,2,3.39,3.78,8.86,1,0,24,North America,1
ID_001982,294.0,,2,2.61,1.51,7.81,0,0,31,South America,1
ID_001983,324.0,110.0,4,3.63,3.61,9.38,1,1,31,Asia,0
ID_001984,306.0,109.0,1,2.41,4.12,,1,0,22,Africa,0
ID_001985,314.0,100.0,2,4.41,4.31,,0,1,33,Africa,0
ID_001986,299.0,104.0,3,3.78,5.23,8.85,0,1,25,Asia,1
ID_001987,321.0,103.0,3,4.15,2.37,7.09,1,0,21,Asia,1
ID_001988,295.0,99.0,3,3.3,3.24,7.84,0,0,31,South America,1
ID_001989,297.0,100.0,1,,1.77,8.82,0,0,22,Asia,1
ID_001990,314.0,104.0,3,3.85,3.21,8.24,1,1,24,North America,0
ID_001991,333.0,115.0,4,3.14,4.72,10.07,1,1,31,Europe,1
ID_001992,319.0,107.0,3,2.13,3.71,7.6,1,1,30,Asia,0
ID_001993,316.0,104.0,1,2.56,2.03,8.68,0,0,30,Asia,0
ID_001994,315.0,104.0,3,1.95,3.51,8.79,0,1,20,North America,1
ID_001995,307.0,102.0,2,4.26,3.02,6.62,0,1,32,Africa,0
ID_001996,,113.0,4,4.72,3.98,8.5,1,1,20,Africa,0
ID_001997,296.0,99.0,1,0.16,2.08,7.19,0,0,29,South America,0
ID_001998,305.0,99.0,2,2.82,3.01,7.77,0,0,28,North America,0
ID_001999,340.0,114.0,5,3.58,3.8,8.89,1,1,26,Europe,1
ID_002000,312.0,108.0,2,1.75,2.25,,0,0,20,Europe,1
ID_002001,318.0,,2,2.94,3.03,8.5,0,0,34,North America,0
ID_002002,323.0,112.0,4,4.84,5.18,10.81,1,1,31,Europe,1
ID_002003,315.0,98.0,2,1.29,1.25,8.66,0,1,33,Africa,0
ID_002004,323.0,112.0,4,5.52,3.03,7.99,1,1,35,Europe,1
ID_002005,306.0,104.0,2,1.75,2.95,9.01,0,0,27,Europe,1
ID_002006,326.0,108.0,4,,4.01,9.22,1,1,22,North America,1
ID_002007,325.0,112.0,4,3.58,4.98,8.15,1,1,27,North America,1
ID_002008,299.0,103.0,2,3.73,4.47,8.28,0,1,34,Europe,1
ID_002009,325.0,112.0,3,1.73,4.16,9.25,1,1,24,Asia,0
ID_002010,315.0,106.0,3,2.9,1.58,7.78,1,1,20,North America,1
ID_002011,323.0,112.0,4,4.24,2.8,9.89,1,1,26,South America,0
ID_002012,316.0,105.0,1,0.28,2.1,7.71,1,0,24,South America,0
ID_002013,323.0,111.0,4,4.38,3.9,9.84,1,1,25,Africa,1
ID_002014,317.0,,2,4.31,1.68,7.73,0,0,35,Europe,0
ID_002015,323.0,107.0,4,3.39,4.65,,1,1,25,Asia,1
ID_002016,336.0,119.0,5,5.23,4.17,9.33,1,1,27,Africa,0
ID_002017,295.0,95.0,2,1.84,2.44,7.76,0,0,28,Europe,0
ID_002018,306.0,,2,3.44,4.4,6.65,0,0,21,North America,1
ID_002019,,98.0,1,0.13,1.23,5.33,0,0,28,South America,1
ID_002020,298.0,99.0,2,3.12,3.44,9.96,0,1,31,Asia,1
ID_002021,,98.0,1,1.45,2.46,,1,1,34,South America,1
ID_002022,326.0,115.0,2,,2.35,9.97,1,1,30,North America,0
ID_002023,294.0,,1,1.95,2.37,7.44,0,0,29,Europe,1
ID_002024,327.0,116.0,4,4.25,3.43,9.62,1,1,28,North America,0
ID_002025,317.0,101.0,2,3.16,1.91,9.09,0,0,32,North America,0
ID_002026,303.0,96.0,1,3.46,2.11,8.56,0,0,29,South America,0
ID_002027,304.0,104.0,2,2.9,3.42,7.8,0,0,34,Asia,0
ID_002028,324.0,108.0,4,5.06,3.17,9.34,1,1,35,North America,0
ID_002029,339.0,119.0,5,3.37,3.89,,0,1,29,South America,0
ID_002030,325.0,,3,4.28,3.66,,1,1,35,Asia,1
ID_002031,324.0,109.0,3,4.56,5.36,7.78,1,1,26,Europe,0
ID_002032,325.0,,3,3.8,3.49,,1,1,20,Europe,0
ID_002033,319.0,111.0,2,2.83,5.93,8.4,1,1,26,Africa,0
ID_002034,313.0,105.0,2,4.17,3.47,8.5,0,0,29,South America,1
ID_002035,318.0,,3,3.63,4.84,9.55,1,1,24,Asia,1
ID_002036,312.0,103.0,3,3.91,4.14,9.21,0,1,25,North America,0
ID_002037,302.0,100.0,3,3.15,1.98,9.15,1,1,29,Europe,1
ID_002038,313.0,107.0,3,3.77,3.96,8.49,0,1,26,Asia,0
ID_002039,307.0,109.0,2,2.91,5.03,,0,0,33,South America,1
ID_002040,319.0,111.0,2,,2.4,9.43,1,1,34,Africa,0
ID_002041,300.0,98.0,2,0.73,2.19,7.98,0,0,24,Europe,1
ID_002042,322.0,109.0,5,3.74,4.25,9.16,0,1,26,Asia,1
ID_002043,318.0,114.0,2,,4.02,8.13,1,1,28,Asia,1
ID_002044,310.0,102.0,3,4.54,4.99,8.51,0,1,22,Asia,0
ID_002045,323.0,114.0,5,,2.65,8.76,1,1,35,South America,0
ID_002046,315.0,108.0,2,3.15,3.27,9.19,0,1,27,South America,0
ID_002047,312.0,104.0,2,2.41,3.59,7.91,0,0,21,South America,1
ID_002048,320.0,110.0,3,2.91,2.95,9.14,1,1,30,North America,1
ID_002049,314.0,104.0,2,2.67,2.41,8.37,0,1,26,Asia,0
ID_002050,324.0,112.0,3,3.74,3.44,8.49,1,1,32,Europe,1
ID_002051,324.0,107.0,5,2.98,5.35,7.81,1,1,21,South America,0
ID_002052,335.0,117.0,5,4.51,4.58,,1,1,34,South America,0
ID_002053,314.0,101.0,3,3.02,2.89,,0,1,33,Asia,0
ID_002054,324.0,110.0,4,,1.91,8.7,1,1,23,South America,0
ID_002055,307.0,,2,2.57,3.5,7.57,0,1,26,North America,1
ID_002056,307.0,103.0,2,2.59,4.5,8.08,0,0,22,North America,1
ID_002057,298.0,96.0,2,0.99,1.84,8.18,0,0,21,South America,1
ID_002058,295.0,95.0,2,1.2,1.51,8.0,0,0,30,Asia,0
ID_002059,314.0,106.0,2,5.25,3.48,8.19,0,0,29,Asia,1
ID_002060,315.0,107.0,2,2.92,3.98,,0,0,26,Asia,0
ID_002061,299.0,,1,1.06,1.76,6.64,0,0,20,Africa,0
ID_002062,304.0,102.0,3,3.95,1.47,7.0,0,0,33,South America,0
ID_002063,326.0,112.0,4,4.55,3.7,,1,1,34,Asia,0
ID_002064,,101.0,3,2.66,2.61,8.87,0,0,27,North America,0
ID_002065,312.0,98.0,2,2.63,3.81,9.82,0,1,22,Europe,0
ID_002066,313.0,98.0,1,1.29,0.61,7.7,1,0,31,Europe,1
ID_002067,315.0,105.0,2,4.34,2.13,8.57,0,1,31,Asia,1
ID_002068,318.0,108.0,1,4.9,4.64,,0,1,32,Europe,1
ID_002069,316.0,101.0,3,2.54,3.08,7.82,0,0,21,Europe,1
ID_002070,299.0,99.0,2,2.09,1.17,7.92,0,0,22,Africa,0
ID_002071,327.0,110.0,3,3.42,3.69,8.39,1,1,24,North America,0
ID_002072,,104.0,3,1.87,3.88,9.61,1,1,30,North America,1
ID_002073,323.0,111.0,3,4.27,4.48,9.05,1,1,27,Africa,1
ID_002074,310.0,104.0,2,4.35,2.42,8.47,0,0,29,Africa,1
ID_002075,296.0,98.0,2,3.59,2.25,8.52,0,0,26,Europe,1
ID_002076,321.0,102.0,3,2.34,3.33,9.42,1,1,26,South America,1
ID_002077,326.0,111.0,4,4.32,5.44,9.38,1,1,31,Europe,1
ID_002078,,,2,1.7,0.96,8.72,0,0,26,Africa,1
ID_002079,303.0,97.0,1,1.14,1.49,6.11,0,0,34,North America,1
ID_002080,300.0,97.0,1,1.99,2.94,8.26,0,1,27,Europe,0
ID_002081,314.0,103.0,3,2.93,2.91,9.24,0,0,20,South America,0
ID_002082,339.0,,4,5.46,2.1,8.72,1,1,23,Europe,0
ID_002083,323.0,105.0,3,3.42,3.78,7.49,0,0,32,Asia,0
ID_002084,309.0,101.0,3,4.43,5.11,8.82,1,1,25,Europe,1
ID_002085,330.0,116.0,4,5.24,3.59,9.69,0,1,28,Africa,0
ID_002086,322.0,109.0,3,3.76,3.49,8.67,1,1,32,North America,1
ID_002087,305.0,102.0,2,,1.79,8.28,0,1,21,North America,0
ID_002088,299.0,99.0,2,2.97,3.67,7.67,0,1,20,Africa,1
ID_002089,319.0,106.0,2,3.18,4.03,9.35,0,1,35,Asia,1
ID_002090,315.0,95.0,1,1.52,1.06,8.47,0,0,32,Africa,0
ID_002091,317.0,100.0,2,2.9,3.76,9.32,0,1,29,Europe,0
ID_002092,311.0,102.0,3,4.21,4.37,,0,1,31,Africa,1
ID_002093,314.0,102.0,2,2.2,3.07,7.05,0,0,33,Africa,1
ID_002094,307.0,102.0,2,4.66,4.54,7.6,0,1,21,Asia,1
ID_002095,305.0,103.0,2,3.39,3.26,9.13,0,1,26,Europe,0
ID_002096,295.0,95.0,1,2.31,1.36,,0,0,22,South America,0
ID_002097,318.0,111.0,3,4.83,3.96,8.91,0,1,29,South America,1
ID_002098,308.0,106.0,3,3.31,2.28,7.21,0,0,21,North America,0
ID_002099,295.0,94.0,2,1.7,1.87,6.47,0,0,33,Africa,1
ID_002100,315.0,104.0,2,3.42,0.97,,0,1,30,North America,0
ID_002101,293.0,94.0,2,1.64,1.86,6.75,0,0,26,Asia,0
ID_002102,320.0,107.0,2,2.32,3.56,9.42,0,1,32,South America,0
ID_002103,329.0,116.0,4,4.46,3.41,8.51,1,1,32,Africa,0
ID_002104,324.0,111.0,3,2.66,3.15,9.37,1,1,21,Asia,0
ID_002105,,117.0,5,4.98,5.67,10.11,1,1,35,Asia,1
ID_002106,298.0,103.0,1,1.39,1.98,6.73,0,0,35,Africa,1
ID_002107,303.0,98.0,2,1.92,2.74,7.46,0,0,22,Asia,0
ID_002108,303.0,102.0,2,2.81,3.5,8.26,0,0,30,Africa,1
ID_002109,327.0,103.0,3,2.62,4.48,8.45,1,1,26,Africa,1
ID_002110,328.0,109.0,4,,4.13,8.02,1,1,33,Europe,0
ID_002111,312.0,101.0,3,4.85,4.01,9.26,0,1,23,North America,1
ID_002112,297.0,98.0,4,3.83,3.39,6.44,0,0,32,Asia,0
ID_002113,311.0,106.0,4,5.55,4.9,8.12,1,1,33,Asia,1
ID_002114,,,2,,2.0,9.64,0,0,20,Europe,1
ID_002115,319.0,112.0,2,,3.44,8.2,1,1,32,Europe,1
ID_002116,297.0,98.0,2,3.3,4.36,7.61,0,0,33,Europe,1
ID_002117,303.0,101.0,2,4.46,2.98,7.31,0,0,24,South America,1
ID_002118,315.0,,2,2.18,2.81,8.49,0,0,31,South America,1
ID_002119,298.0,100.0,2,1.25,2.44,7.59,0,0,28,South America,1
ID_002120,325.0,115.0,2,,3.89,9.28,1,1,35,Africa,0
ID_002121,329.0,115.0,5,4.72,5.79,9.29,1,1,27,Asia,0
ID_002122,297.0,100.0,2,3.58,1.95,,0,0,31,North America,0
ID_002123,321.0,107.0,4,3.33,2.68,,1,1,34,Africa,0
ID_002124,324.0,103.0,3,4.75,4.0,8.57,1,1,28,Asia,1
ID_002125,317.0,102.0,2,,2.71,7.99,0,0,29,Asia,1
ID_002126,327.0,112.0,3,5.57,5.65,9.06,1,1,33,Europe,1
ID_002127,304.0,,1,3.47,2.43,7.4,0,0,28,Europe,0
ID_002128,328.0,114.0,3,4.19,4.71,10.18,1,1,34,Africa,0
ID_002129,322.0,,3,3.09,3.36,7.19,1,1,26,Europe,0
ID_002130,302.0,,3,3.29,3.38,8.49,1,1,23,Asia,1
